N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
12,36,0,37.84,71.33,Oil seeds,37.32,Black,DAP
7,17,12,29.4,59.77,Ground Nuts,36.99,Sandy,Urea
17,18,21,26.96,53.75,Ground Nuts,21.67,Sandy,Urea
42,0,0,29.02,54.06,Millets,21.84,Clayey,DAP
34,1,0,25.28,48.89,Paddy,31.22,Red,10-26-26
26,21,3,26.16,67.1,Tobacco,44.73,Sandy,17-17-17
12,32,3,32.81,49.4,Barley,37.62,Loamy,DAP
7,4,0,25.24,59.52,Sugarcane,65.55,Black,28-28
7,44,2,36.1,74.43,Millets,33.26,Clayey,28-28
19,20,2,30.99,68.56,Barley,42.89,Black,20-20
7,46,0,34.66,61.82,Tobacco,45.18,Sandy,17-17-17
11,39,0,31.8,59.13,Paddy,20,Clayey,14-35-14
11,19,6,28.69,65.85,Barley,51.02,Sandy,20-20
9,15,12,21.55,59.81,Wheat,42.69,Clayey,17-17-17
26,23,0,29.05,44.58,Paddy,47.92,Red,DAP
45,0,2,25.08,46.33,Sugarcane,34.66,Red,10-26-26
9,44,0,39.1,61.36,Cotton,46.18,Sandy,DAP
12,15,13,31.15,63.79,Ground Nuts,67.79,Loamy,28-28
20,25,3,26.49,52.95,Millets,43.97,Black,Urea
8,30,0,33.41,65.63,Pulses,33.09,Loamy,20-20
37,0,0,36.63,63.13,Ground Nuts,35.97,Red,17-17-17
7,38,0,36.12,70.69,Tobacco,43.66,Clayey,10-26-26
4,25,6,40,67.3,Paddy,47.09,Clayey,20-20
7,11,8,27.05,46.43,Ground Nuts,54.7,Loamy,20-20
20,21,0,33.43,57.05,Millets,40.58,Black,20-20
37,0,3,38.27,63.64,Barley,34.87,Black,Urea
35,0,2,24.67,58.06,Pulses,36.05,Black,17-17-17
16,7,10,23.88,50.11,Wheat,28.85,Clayey,17-17-17
17,16,4,25.87,52.61,Maize,51.85,Loamy,10-26-26
4,33,7,30.82,64.35,Barley,50.99,Clayey,17-17-17
11,12,12,26.97,52.44,Millets,68.26,Clayey,Urea
18,14,0,27.44,57.21,Cotton,44.21,Clayey,14-35-14
25,15,0,28.67,57.85,Sugarcane,35.03,Red,Urea
7,4,3,32.67,62.29,Ground Nuts,40.3,Clayey,10-26-26
20,20,0,27.76,53.93,Cotton,55.61,Black,DAP
39,0,0,31.99,70,Wheat,65.07,Black,10-26-26
10,14,0,26.59,61.53,Tobacco,38.46,Red,DAP
41,1,0,36.79,65,Wheat,25.87,Clayey,28-28
13,27,11,30.99,49.27,Barley,20,Black,14-35-14
43,1,0,32.87,73.43,Sugarcane,28.8,Clayey,DAP
37,3,3,27.71,43.77,Paddy,39.93,Sandy,14-35-14
26,27,0,30.04,71.83,Cotton,37.85,Loamy,17-17-17
32,4,0,25.45,43.45,Tobacco,27,Black,10-26-26
10,15,18,38.42,58.28,Ground Nuts,58.78,Loamy,Urea
26,17,4,24.38,43.06,Cotton,57.85,Red,Urea
11,37,0,29.03,55.07,Wheat,21.85,Black,10-26-26
10,41,2,25.8,52.64,Cotton,23.15,Clayey,14-35-14
10,14,0,29.63,52.15,Sugarcane,29.15,Red,28-28
15,20,18,29.02,56.54,Pulses,25.46,Red,10-26-26
8,31,8,30.19,50.07,Millets,55.28,Black,28-28
10,27,3,31.02,57.58,Barley,20,Black,Urea
20,21,0,27.75,53.08,Oil seeds,32.46,Clayey,28-28
6,13,0,30.13,67.09,Pulses,45.6,Sandy,28-28
42,0,3,38.71,69.52,Tobacco,49.63,Black,Urea
5,28,8,31.68,50.27,Ground Nuts,50.06,Sandy,14-35-14
10,41,0,34.14,78.24,Pulses,27.47,Clayey,10-26-26
35,1,3,29.59,52.76,Tobacco,46.61,Loamy,17-17-17
38,1,0,23.14,53.52,Barley,59.52,Red,DAP
38,0,4,26.88,63.51,Ground Nuts,45.65,Loamy,28-28
8,17,15,31.84,68.04,Cotton,40.76,Loamy,Urea
9,36,0,29.83,49.84,Sugarcane,47.91,Red,14-35-14
9,36,0,31.49,60.18,Cotton,54.84,Black,DAP
8,25,5,25.78,46.81,Cotton,28.23,Red,17-17-17
10,18,17,20.09,57.36,Sugarcane,36.23,Clayey,14-35-14
15,33,0,25.48,53.37,Tobacco,67.14,Clayey,10-26-26
12,13,14,22.11,50.94,Millets,33.26,Sandy,14-35-14
8,11,11,30.8,50.26,Paddy,34.44,Sandy,20-20
0,32,13,33.95,66.85,Oil seeds,45.81,Loamy,Urea
3,32,4,35.04,68.15,Barley,32.62,Black,17-17-17
11,11,0,26.46,54.2,Maize,60.37,Loamy,DAP
35,4,0,29.54,70.83,Tobacco,36.15,Black,14-35-14
24,25,4,29.84,56.17,Sugarcane,52.61,Clayey,DAP
4,31,14,29.53,57.3,Maize,28.3,Red,Urea
10,13,22,22.59,58.51,Millets,42.18,Red,10-26-26
32,0,0,23.48,58.68,Sugarcane,33.71,Black,DAP
31,3,0,21.23,56.98,Cotton,70,Red,14-35-14
8,16,4,22.9,52.41,Maize,37.35,Red,Urea
21,22,4,38.33,73.15,Oil seeds,39.17,Clayey,10-26-26
10,10,2,36.38,71.89,Ground Nuts,48.76,Red,14-35-14
12,28,10,32.37,71.46,Barley,24.3,Clayey,20-20
19,35,0,27.4,59.99,Paddy,27.39,Black,14-35-14
16,6,1,33.21,56.71,Millets,52.11,Sandy,Urea
38,0,2,23.73,47.43,Tobacco,43.98,Black,10-26-26
42,0,0,25.27,46.34,Wheat,30.37,Clayey,Urea
38,0,2,29.25,55.35,Barley,49.89,Black,28-28
14,13,0,29.28,54.61,Barley,62.26,Red,20-20
12,33,7,31.57,56.03,Millets,49.4,Sandy,Urea
11,9,10,23.31,47.22,Sugarcane,25.84,Sandy,Urea
15,39,4,23.77,59.04,Tobacco,33.31,Sandy,DAP
10,15,4,40,67.48,Pulses,41.87,Sandy,14-35-14
8,10,14,35.78,56.41,Oil seeds,50.19,Red,28-28
8,22,19,23.83,60.51,Cotton,31.59,Black,20-20
24,22,0,22.79,55.32,Maize,40.35,Black,10-26-26
9,8,8,26.91,47.11,Cotton,41.41,Loamy,14-35-14
11,29,12,30.24,53.59,Paddy,54.41,Black,Urea
10,32,0,35.62,59.35,Paddy,43.06,Black,DAP
45,4,0,28.35,52.08,Paddy,20.51,Black,Urea
12,31,12,30.66,48.43,Millets,53.73,Loamy,28-28
10,28,5,28.5,60.14,Tobacco,60.87,Sandy,10-26-26
7,28,4,37.5,65.89,Paddy,45.19,Loamy,28-28
13,38,0,37.32,62.83,Paddy,35.2,Red,DAP
2,21,19,23.99,57.62,Pulses,43.9,Black,20-20
3,33,4,31.38,58.81,Maize,20.99,Clayey,14-35-14
36,2,0,26.97,61.39,Tobacco,69.28,Clayey,14-35-14
45,0,0,24.87,53.77,Barley,41.62,Sandy,10-26-26
7,31,8,27.57,52.6,Pulses,61.71,Black,28-28
18,27,3,34.1,65.21,Pulses,40.7,Red,Urea
42,2,0,35.45,66.58,Barley,36.72,Red,20-20
26,14,0,31.24,51.41,Cotton,41.09,Black,17-17-17
26,20,1,28.27,64.54,Paddy,36.26,Sandy,Urea
44,0,3,27.03,62.23,Maize,28.65,Clayey,28-28
8,43,4,32.46,68.48,Sugarcane,31.3,Sandy,14-35-14
14,36,0,26.35,63.69,Tobacco,58.47,Loamy,17-17-17
16,31,1,32.76,50.34,Sugarcane,37.94,Loamy,Urea
21,23,0,21.71,44.2,Sugarcane,43.22,Black,Urea
12,11,17,30.04,62.08,Ground Nuts,62.67,Black,17-17-17
6,28,7,28.1,69.82,Maize,63,Sandy,10-26-26
3,29,4,33.02,78.74,Ground Nuts,48.74,Black,20-20
15,45,0,21.89,49.75,Paddy,40.89,Loamy,20-20
5,18,21,25.29,40.62,Sugarcane,42.74,Sandy,Urea
21,19,0,36.93,61.19,Paddy,29.29,Red,28-28
22,21,0,30.92,64.22,Maize,55.34,Clayey,20-20
18,27,0,32.53,71.92,Tobacco,37.71,Black,28-28
23,21,0,28.68,61.24,Tobacco,31.87,Loamy,28-28
13,35,3,36.1,66.96,Barley,25.72,Sandy,28-28
35,0,0,21.7,40.45,Maize,64.17,Sandy,Urea
12,33,6,30.5,62.99,Ground Nuts,36.07,Red,10-26-26
21,19,2,30.43,59.8,Ground Nuts,49.02,Black,Urea
7,35,7,32.33,67.75,Millets,59.96,Loamy,14-35-14
40,0,0,29.44,57.46,Barley,38.52,Red,Urea
13,13,0,29.3,51.86,Sugarcane,65.79,Sandy,14-35-14
16,13,11,38.47,62.47,Ground Nuts,48.62,Black,20-20
11,16,0,29.46,59.85,Paddy,38.35,Black,10-26-26
5,25,11,37.38,74.63,Ground Nuts,60.35,Clayey,DAP
26,19,3,26.59,49.71,Paddy,34.99,Loamy,10-26-26
18,16,1,25.41,49.09,Barley,44.03,Sandy,14-35-14
7,38,0,33.39,71.13,Millets,49.02,Clayey,20-20
8,31,8,28.36,50.91,Paddy,33.57,Clayey,Urea
35,0,2,37.54,71.73,Ground Nuts,49.13,Red,Urea
8,29,7,31.38,68.77,Wheat,66.23,Loamy,DAP
10,29,8,28.27,66.94,Oil seeds,52.35,Clayey,10-26-26
10,12,2,29.52,60.02,Sugarcane,61.06,Clayey,28-28
22,20,0,29.49,43.74,Sugarcane,32.44,Loamy,DAP
7,28,12,37.19,61.38,Maize,49.57,Clayey,17-17-17
33,0,0,32.37,54.35,Maize,50.09,Red,10-26-26
26,22,0,28.71,45.53,Barley,37.59,Clayey,20-20
15,37,0,26.9,56.65,Sugarcane,22.83,Sandy,10-26-26
9,12,0,33.04,52.52,Pulses,30.56,Loamy,DAP
16,45,1,32.48,52.45,Barley,43.5,Loamy,20-20
8,9,10,38.58,57.38,Barley,60.1,Loamy,14-35-14
9,33,0,30.12,59.49,Ground Nuts,45.57,Sandy,14-35-14
10,12,3,27.4,53.38,Barley,24.91,Sandy,20-20
19,23,0,21.17,57.9,Cotton,50.89,Black,17-17-17
12,30,14,24.69,63.39,Oil seeds,20.45,Loamy,28-28
37,0,0,25.36,62.86,Wheat,41.08,Clayey,10-26-26
22,26,3,28.21,50.33,Cotton,47.6,Black,DAP
2,16,18,34.64,71.11,Tobacco,52.82,Black,14-35-14
16,42,0,40,66.64,Paddy,40.47,Black,10-26-26
16,41,3,32.28,51.88,Barley,30.19,Loamy,Urea
13,17,14,28.38,63.35,Maize,70,Sandy,Urea
34,0,0,30.7,55.96,Millets,30,Black,20-20
9,43,1,32.35,78.2,Sugarcane,31.24,Black,DAP
36,2,2,37.76,62.35,Cotton,32.1,Loamy,Urea
7,9,0,34.96,60.68,Pulses,50.5,Black,14-35-14
13,9,0,27.58,45.82,Cotton,20.23,Black,20-20
3,27,8,36.11,66.33,Sugarcane,59.78,Sandy,DAP
22,16,0,27.16,55.97,Maize,40.95,Clayey,17-17-17
7,46,0,32.5,63.91,Barley,50.78,Loamy,20-20
14,38,0,30.48,50.15,Sugarcane,24.47,Black,17-17-17
5,11,0,32.65,65.68,Tobacco,43.35,Sandy,28-28
13,30,9,23.99,45.86,Cotton,44.6,Red,17-17-17
36,0,0,28.8,52.94,Oil seeds,23.76,Loamy,20-20
35,0,0,25.01,46.13,Sugarcane,30.97,Sandy,10-26-26
11,39,2,29.47,48.68,Paddy,39.05,Red,20-20
18,14,2,22.78,54.73,Tobacco,52.62,Clayey,Urea
34,2,3,27.13,59.68,Pulses,68.56,Clayey,17-17-17
28,23,0,29.27,71.38,Sugarcane,65.51,Sandy,17-17-17
13,36,0,26.23,46.01,Wheat,35.38,Sandy,14-35-14
27,24,0,27.54,57.8,Wheat,49.7,Red,14-35-14
4,16,23,30.96,61.45,Cotton,35.37,Clayey,Urea
5,29,7,30.12,58.37,Pulses,64.67,Sandy,10-26-26
11,38,1,38.3,69.75,Tobacco,41.31,Clayey,10-26-26
8,24,6,33.32,78.29,Sugarcane,41.09,Sandy,28-28
43,1,0,30.27,58.64,Paddy,44.46,Sandy,28-28
14,28,4,33.39,62.88,Oil seeds,58.59,Red,10-26-26
13,36,0,24.28,64.47,Pulses,50.66,Black,20-20
42,0,1,35.01,65.35,Sugarcane,36.5,Clayey,10-26-26
20,22,0,21.18,47.08,Paddy,48.85,Sandy,10-26-26
15,7,0,29.17,44.69,Tobacco,36.86,Red,Urea
36,0,0,25.94,50.12,Sugarcane,26.04,Loamy,10-26-26
20,31,1,34.91,62.53,Wheat,49.22,Clayey,DAP
19,25,0,25.25,48,Tobacco,35.09,Black,14-35-14
39,0,0,30.14,59.84,Sugarcane,37.42,Clayey,20-20
6,27,7,35.58,69.81,Ground Nuts,22.72,Loamy,Urea
42,0,0,33.29,67.12,Paddy,25,Black,20-20
8,24,5,28.3,52.68,Ground Nuts,34.22,Red,DAP
10,31,3,26.46,63.95,Maize,63.21,Sandy,DAP
14,42,1,40,68.33,Wheat,30.9,Red,14-35-14
22,15,0,29.23,54.78,Cotton,49.49,Clayey,10-26-26
13,7,12,21.48,40.33,Maize,24.3,Black,DAP
30,0,0,38.55,72.39,Paddy,57.25,Sandy,DAP
27,23,0,30.88,57.35,Maize,42.86,Clayey,DAP
16,11,0,30.49,59.07,Barley,27.14,Loamy,14-35-14
5,35,8,38.27,75.46,Cotton,26.71,Red,10-26-26
5,30,6,27.49,55.27,Barley,67.27,Loamy,28-28
33,0,0,32.66,65.59,Maize,24.12,Clayey,14-35-14
42,0,0,30.36,52.15,Cotton,32.78,Black,28-28
41,1,2,32.86,56.84,Sugarcane,32.25,Clayey,10-26-26
8,9,4,29.32,58.03,Tobacco,38.43,Loamy,17-17-17
12,25,7,34.51,77,Paddy,52.89,Black,28-28
12,42,2,35.64,77.44,Paddy,40.68,Sandy,20-20
8,10,1,28.93,59.75,Paddy,28.26,Sandy,Urea
8,38,1,24.21,66.11,Ground Nuts,50.17,Black,10-26-26
27,18,0,26.55,58.11,Barley,35.01,Red,10-26-26
23,20,3,30.89,47.99,Wheat,44.37,Black,14-35-14
26,16,2,23.95,49.46,Millets,54.47,Loamy,17-17-17
11,43,4,35.62,59.9,Cotton,40.62,Black,20-20
16,24,0,33.16,59.69,Paddy,35.13,Clayey,28-28
23,18,2,29.53,61.71,Cotton,30.58,Loamy,28-28
9,45,2,25.22,47.33,Cotton,25.94,Sandy,Urea
25,26,4,27.47,54.96,Wheat,42.17,Loamy,20-20
8,22,14,39.55,69.54,Wheat,58.19,Loamy,17-17-17
12,13,0,25.43,54.6,Paddy,33.36,Clayey,20-20
41,0,0,23.19,55.23,Millets,47.98,Clayey,28-28
24,19,0,31.18,62.75,Wheat,47.87,Black,10-26-26
14,36,0,30.2,50.46,Pulses,46.49,Clayey,20-20
22,16,0,21.31,45.08,Paddy,52.48,Red,20-20
13,30,0,32.65,51.77,Millets,59.46,Black,17-17-17
20,20,3,33.18,58.37,Cotton,27.03,Clayey,14-35-14
6,11,2,29.51,60.72,Maize,49.86,Sandy,Urea
12,14,0,36.65,65.21,Barley,44.67,Loamy,28-28
5,27,6,24.53,62.02,Paddy,27.22,Loamy,20-20
3,27,4,28.61,67.47,Cotton,32.42,Clayey,17-17-17
8,34,0,36.23,68.79,Sugarcane,36.18,Clayey,17-17-17
14,14,13,29.19,54.34,Oil seeds,53.34,Sandy,10-26-26
42,1,1,34.02,52.63,Barley,32.14,Loamy,DAP
21,19,2,36.98,56.82,Ground Nuts,31.16,Black,Urea
19,18,4,30.71,51.25,Millets,37.24,Black,DAP
9,6,0,25.81,54.02,Ground Nuts,45.2,Black,Urea
31,0,4,30.95,63.54,Pulses,47.11,Sandy,28-28
43,0,0,29.95,54.6,Maize,57.41,Loamy,28-28
36,0,0,30.03,55.83,Sugarcane,47.14,Red,17-17-17
13,14,6,27.43,45.22,Pulses,27.13,Sandy,10-26-26
35,0,4,30.12,53.39,Sugarcane,40.75,Red,10-26-26
42,0,0,26.72,58.18,Barley,37.93,Loamy,28-28
23,22,4,25.76,51.35,Oil seeds,43.13,Sandy,17-17-17
14,11,12,23.48,50.19,Pulses,29.91,Clayey,20-20
10,45,0,27.07,58.87,Ground Nuts,54.62,Loamy,10-26-26
25,23,0,27.05,44.28,Ground Nuts,45.68,Clayey,20-20
13,36,0,30.9,45.86,Cotton,40.74,Sandy,14-35-14
23,15,4,24.52,49.32,Pulses,48.19,Black,14-35-14
11,15,0,26.25,63.56,Ground Nuts,28.04,Loamy,Urea
25,25,4,31.16,56.43,Barley,43.16,Loamy,DAP
13,31,10,32.63,62.91,Maize,55.52,Clayey,Urea
34,2,0,30.64,57.11,Cotton,28.44,Black,14-35-14
12,38,4,39.82,76.99,Wheat,27.78,Red,28-28
38,4,1,32.97,61.72,Ground Nuts,42.69,Sandy,17-17-17
7,32,7,33.32,56.56,Cotton,52.81,Red,17-17-17
14,42,0,26.42,62.53,Wheat,32.01,Sandy,28-28
25,22,0,29.65,58.55,Oil seeds,49.47,Loamy,DAP
14,19,12,24.08,62.89,Cotton,34.44,Black,20-20
16,13,18,26.5,61.3,Sugarcane,48.77,Loamy,20-20
8,14,15,29.8,60.5,Ground Nuts,33.18,Red,17-17-17
14,16,0,26.76,56.88,Wheat,39.03,Sandy,Urea
11,36,5,25.63,57.48,Wheat,54.3,Red,28-28
42,0,0,37.23,59,Oil seeds,42.16,Clayey,Urea
13,8,0,28.29,57,Oil seeds,48.81,Sandy,Urea
22,23,2,26.29,43.92,Cotton,34.22,Loamy,17-17-17
31,4,0,25.42,48.77,Barley,35.86,Red,10-26-26
22,27,0,31.04,66.34,Pulses,43.48,Red,14-35-14
11,30,9,34.2,73.24,Maize,20,Clayey,14-35-14
10,12,15,32.9,66.64,Paddy,37.72,Black,17-17-17
20,17,0,38.13,68.23,Oil seeds,38.15,Black,17-17-17
11,45,0,23.61,51.8,Millets,35.39,Loamy,17-17-17
27,24,3,25.03,48.11,Barley,40.57,Red,DAP
38,0,0,36.62,58.47,Sugarcane,20.56,Clayey,DAP
7,42,0,33.99,61.71,Millets,25.59,Loamy,14-35-14
24,17,0,38.27,63.88,Cotton,33.14,Red,DAP
16,12,0,29.18,45.72,Cotton,43.85,Black,20-20
11,8,3,26.71,56.27,Ground Nuts,30.9,Clayey,10-26-26
11,10,17,31.01,65.29,Tobacco,49.37,Black,14-35-14
13,19,8,29.75,62.25,Tobacco,68.76,Clayey,Urea
8,13,15,31.73,69.1,Oil seeds,20,Black,Urea
13,8,0,28.28,43.5,Maize,35.37,Loamy,28-28
15,40,0,37.13,53.26,Cotton,35.49,Black,17-17-17
45,3,1,24.17,51.74,Millets,42.57,Red,14-35-14
8,32,7,30.86,67.34,Maize,54.97,Sandy,14-35-14
41,0,1,32.79,56.76,Millets,45.12,Black,DAP
8,25,4,34.72,65.09,Millets,62.52,Clayey,28-28
5,24,11,28.06,66.55,Tobacco,38.84,Red,20-20
9,16,8,29.7,49.26,Barley,41.74,Clayey,28-28
20,16,1,30.13,69.07,Sugarcane,35.42,Clayey,28-28
37,0,0,38.32,71.66,Sugarcane,50.39,Black,17-17-17
26,14,0,24.21,45.53,Sugarcane,53.62,Clayey,17-17-17
25,21,0,20.18,41.05,Sugarcane,47.98,Red,17-17-17
25,23,4,29,49.39,Maize,43.1,Black,20-20
6,15,4,27.9,50.42,Barley,39.03,Sandy,DAP
41,0,0,35.18,65.15,Sugarcane,45.91,Loamy,DAP
4,16,0,26.22,64.73,Wheat,37.01,Red,DAP
10,4,0,29.03,55.12,Wheat,58.72,Black,14-35-14
10,11,1,30.81,62.99,Ground Nuts,28.49,Sandy,Urea
17,9,4,37.83,76.34,Oil seeds,37.18,Sandy,28-28
11,33,7,36.31,55.62,Paddy,57.54,Red,28-28
5,31,9,33.54,59.23,Sugarcane,58.43,Black,DAP
6,39,4,33.31,65.26,Pulses,39.74,Black,17-17-17
8,25,5,31.29,60.71,Maize,20,Black,20-20
10,37,0,36.3,70.42,Wheat,33.17,Clayey,17-17-17
16,35,0,33.76,65.35,Millets,25.86,Clayey,Urea
8,14,15,34.48,65.7,Maize,36.95,Loamy,17-17-17
11,18,0,34.67,58.7,Barley,28.33,Sandy,Urea
39,0,0,24.79,58.23,Wheat,28.99,Red,10-26-26
37,0,3,36.68,73.77,Oil seeds,45.6,Sandy,28-28
7,20,14,31.02,64.62,Ground Nuts,47.95,Red,14-35-14
19,20,0,29.67,72.9,Sugarcane,65.59,Red,Urea
17,6,2,31.57,72.17,Millets,42.63,Black,DAP
41,0,0,25.49,51.92,Barley,39.46,Clayey,20-20
35,2,0,34.19,63.19,Tobacco,35.94,Black,14-35-14
5,30,7,33.91,55.65,Tobacco,61.22,Clayey,17-17-17
25,22,4,30.54,55.89,Paddy,36.73,Red,DAP
2,25,13,32.73,70.57,Paddy,49.45,Sandy,DAP
17,21,0,28.14,67.92,Millets,37.97,Sandy,28-28
33,4,0,30.04,49.89,Millets,37.17,Red,10-26-26
17,26,0,31.07,64.86,Wheat,38.05,Loamy,20-20
12,17,0,26.74,47.39,Millets,22.87,Sandy,Urea
11,26,7,35.64,58.1,Cotton,59.75,Loamy,28-28
14,33,0,25.01,65.74,Cotton,69.58,Sandy,10-26-26
10,13,3,28.87,60.59,Barley,53.34,Clayey,28-28
17,41,3,38.8,64.99,Maize,64.53,Loamy,28-28
23,19,2,33.25,71.64,Wheat,34.87,Clayey,Urea
9,20,18,29.93,59.1,Wheat,20.39,Sandy,17-17-17
5,24,19,33.48,64.7,Oil seeds,53.11,Loamy,DAP
4,10,0,30.43,60.58,Barley,58.52,Black,DAP
26,18,0,25.45,56.04,Millets,38.95,Clayey,DAP
10,12,13,27.23,57.63,Oil seeds,49.84,Red,20-20
12,16,13,32.92,70.05,Barley,54.36,Red,28-28
20,20,0,31.72,59.51,Millets,43.1,Red,DAP
9,22,20,29.39,55.08,Cotton,28.55,Sandy,10-26-26
9,22,6,30.42,60.17,Cotton,36.66,Clayey,20-20
20,18,0,27.41,56.92,Wheat,32.34,Black,Urea
9,14,8,29.23,56.14,Oil seeds,56.12,Red,28-28
17,41,4,36.26,61.51,Pulses,37.35,Loamy,Urea
17,32,0,32.47,62.87,Maize,51.2,Loamy,17-17-17
16,21,0,21.48,45.7,Tobacco,31.28,Black,28-28
14,37,4,37.27,71.63,Wheat,41.84,Black,17-17-17
8,9,4,29.99,60.53,Maize,36.8,Loamy,10-26-26
36,4,0,25.22,59.57,Paddy,27.19,Clayey,10-26-26
4,24,13,32.59,60.71,Wheat,42.68,Sandy,20-20
19,18,2,30.48,64.68,Oil seeds,49.42,Red,Urea
37,4,0,31.93,51.17,Ground Nuts,33.65,Sandy,20-20
5,17,0,24.11,49.64,Sugarcane,57.81,Loamy,20-20
13,19,16,28.1,43.56,Barley,59.25,Black,28-28
15,14,2,28.93,57.66,Tobacco,36.39,Sandy,17-17-17
13,13,15,23.2,45.91,Oil seeds,20.31,Black,DAP
35,4,0,28.63,59.57,Tobacco,61.32,Loamy,20-20
12,15,15,28.61,55.85,Oil seeds,32.75,Loamy,10-26-26
9,36,0,35.08,73.75,Sugarcane,41.25,Sandy,14-35-14
5,20,20,37.21,74.62,Maize,54.03,Red,20-20
8,10,0,33.7,54.88,Paddy,33.13,Loamy,20-20
17,40,0,40,60.17,Oil seeds,50.97,Sandy,14-35-14
28,18,1,31.68,59.06,Paddy,58.41,Clayey,20-20
20,13,4,28.21,62.05,Cotton,41.51,Clayey,10-26-26
8,12,13,27.46,49.73,Oil seeds,63.09,Clayey,DAP
25,17,1,26.53,48.55,Wheat,38.35,Clayey,Urea
11,15,12,25.12,52.88,Pulses,28.43,Red,Urea
9,29,6,26.99,51.1,Tobacco,58.93,Clayey,17-17-17
27,16,0,29.21,49.47,Barley,38.79,Black,17-17-17
23,20,0,29.68,55.95,Cotton,57.79,Red,10-26-26
10,9,0,23.57,58.87,Tobacco,21.5,Clayey,Urea
25,17,2,30.91,74.59,Tobacco,49.46,Clayey,14-35-14
39,0,0,35.72,60.2,Oil seeds,69.54,Loamy,28-28
3,16,14,36.07,59.69,Paddy,47.38,Sandy,DAP
5,30,12,31.07,73.26,Pulses,40.82,Sandy,Urea
22,27,0,32.42,61.41,Maize,50.99,Loamy,20-20
17,6,1,31.6,59.09,Maize,53.55,Black,20-20
11,27,4,30.67,66.01,Paddy,56.75,Loamy,Urea
18,37,0,28.88,61.25,Maize,55.41,Red,28-28
15,40,4,30.88,44.1,Paddy,40.76,Clayey,10-26-26
9,33,11,24.05,63.35,Maize,53.76,Black,17-17-17
26,19,1,35.29,66.87,Wheat,60.63,Sandy,14-35-14
12,31,4,29.9,45.53,Ground Nuts,38.85,Clayey,17-17-17
10,9,12,28.07,71.21,Tobacco,43.64,Clayey,10-26-26
10,27,11,26.11,51.45,Tobacco,56.76,Loamy,28-28
15,35,0,32.58,64.48,Paddy,27.8,Sandy,17-17-17
18,41,2,34.71,60.96,Pulses,64.7,Red,Urea
10,7,0,23.98,44.87,Cotton,26.59,Red,DAP
32,0,2,27.51,61.71,Wheat,32.46,Clayey,10-26-26
18,8,11,25.06,57.65,Maize,23.39,Loamy,28-28
12,37,2,34.62,59.62,Barley,38.08,Loamy,10-26-26
13,8,10,30.36,53.27,Pulses,34.87,Clayey,DAP
38,4,0,31.06,59.13,Maize,25.08,Sandy,17-17-17
15,11,0,22.27,53.03,Sugarcane,30,Loamy,17-17-17
7,14,2,29.46,52.15,Maize,55.43,Sandy,17-17-17
37,0,0,25.64,47.63,Tobacco,28.53,Loamy,Urea
42,0,0,36.95,68.98,Barley,59.88,Red,Urea
20,23,0,31.22,51.09,Wheat,49.75,Red,20-20
12,12,0,26.85,55.82,Pulses,64.93,Red,28-28
10,31,8,31.8,57.45,Tobacco,70,Loamy,28-28
17,12,3,27.57,59.56,Barley,44.62,Sandy,14-35-14
13,33,2,32.19,46.35,Pulses,37.41,Sandy,DAP
14,12,13,28.21,47.64,Oil seeds,32.29,Red,20-20
24,25,3,33.41,68.66,Wheat,38.82,Clayey,DAP
31,0,0,25.47,47.11,Wheat,37.01,Clayey,20-20
34,0,3,28.59,69.18,Ground Nuts,24.11,Red,20-20
17,14,0,29.51,49.94,Wheat,37.36,Sandy,20-20
4,28,13,29.77,58.83,Paddy,57.38,Black,20-20
8,14,2,29.38,70.63,Paddy,46.25,Sandy,20-20
17,37,4,40,65.67,Oil seeds,41.26,Red,Urea
12,40,1,31.42,63.91,Maize,37.37,Black,28-28
10,27,6,37.45,68.76,Maize,43.94,Clayey,DAP
26,17,3,35.61,56.91,Wheat,36.81,Sandy,10-26-26
40,2,2,37.21,61.02,Millets,41.51,Black,DAP
9,36,3,39.4,75.91,Paddy,44.57,Black,20-20
13,37,1,26.19,63.25,Tobacco,43.84,Loamy,14-35-14
26,21,3,25.53,66.09,Barley,52.38,Sandy,Urea
37,0,3,31.27,51.8,Pulses,65.63,Black,14-35-14
8,20,18,26.52,47.97,Barley,33.66,Clayey,DAP
25,21,2,24.39,44.49,Millets,39.38,Loamy,10-26-26
8,18,6,28.15,66.16,Oil seeds,50.58,Clayey,Urea
9,10,0,32.41,55.04,Oil seeds,32.15,Loamy,17-17-17
24,25,3,28.9,59.58,Cotton,29.63,Red,20-20
2,30,4,36.37,63.99,Sugarcane,35.94,Loamy,10-26-26
11,24,11,24.44,55.77,Oil seeds,43.83,Black,Urea
6,30,4,40,77.75,Tobacco,43.9,Red,Urea
14,10,4,24.08,63.58,Barley,64.23,Sandy,20-20
42,4,2,32.14,56.56,Tobacco,42.3,Loamy,20-20
19,18,0,32.42,69.43,Pulses,36.08,Clayey,14-35-14
11,31,0,29.65,62.11,Sugarcane,56.95,Loamy,17-17-17
11,14,1,26.93,66.16,Paddy,40.64,Sandy,28-28
14,16,7,31.03,57.03,Pulses,64.22,Black,20-20
35,0,2,26.8,46.32,Sugarcane,34.25,Sandy,10-26-26
18,20,0,35.22,68.71,Millets,29.33,Black,17-17-17
9,28,5,37.5,69.33,Ground Nuts,41.28,Red,28-28
